Stkcd,Year,Fn05601,Fn05602,var_5,var_6,Sum,test,Test
300454,2018.0,深圳市人力资源和社会保障局2018年博士后设站单位补助,1200000.0,289033001.7,26818306.0,289033002.0,1,1
603086,2017.0,专利补助资金,10000.0,1950644.93,1000000.0,1950644.0,0,1
600232,2023.0,2016年省工业与信息化发展财政专项资金,66000.0,301705.6,0.0,301706.0,1,1
600288,2018.0,北京专利补助金,2000.0,52904591.52,0.0,52904591.0,0,1
601007,2020.0,与企业日常活动相关的政府补助其中：鼓楼区销售竞赛月奖励,468000.0,19122283.74,0.0,19122283.0,0,1
601965,2020.0,重庆两江新区财政局2020年科技创新普惠资金补贴,2390000.0,115886573.0,0.0,115886574.0,0,1
002831,2022.0,与收益相关的政府补助其中：三河市科学技术和工业信息化局省级科研补贴,373035.0,142166334.0,0.0,142166336.0,0,1
002004,2011.0,08-09年度高新技术企业奖励,3140000.0,20718205.28,0.0,20718205.0,1,1
600509,2016.0,供热系统节能技术改造项目兵团级节能减排专项,66667.0,57665979.75,0.0,57665978.0,0,1
688739,2022.0,本溪市溪湖区就业局2021年吸纳高校毕业生社保补助款,569687.0,16261370.16,1000000.0,16261369.0,0,1
430198,2022.0,市、区上市奖励,4000000.0,4678662.76,0.0,4678663.0,1,1
600739,2022.0,成大生物健康产业基地（含基础设施）,2179392.0,52678251.79,1596166.67,52678250.0,0,1
600623,2019.0,政府补助其中：VOC项目,278189.0,236167513.3,229265960.0,236167512.0,0,1
300506,2022.0,稳岗补贴,308013.0,5456919.64,2720374.22,5456919.0,0,1
600459,2012.0,2011年市级工业发展专项扶持资金,500000.0,21711342.89,0.0,20981168.0,0,0
002053,2020.0,稳岗补贴,1800958.0,19508563.37,0.0,19508564.0,0,1
000070,2019.0,下一代智能高宽带WLAN基站传输设备研发项目,84620.0,38933622.74,0.0,38933623.0,1,1
600169,2019.0,天津港保税区管理委员会智能制造补贴,1500000.0,79578163.32,0.0,79578163.0,1,1
600278,2010.0,吴泾镇扶持款（退税）,134967.0,3722158.02,0.0,2760297.0,0,0
601233,2017.0,政府奖励,160940.0,34087097.01,32804583.18,34087098.0,0,1
002238,2014.0,收到的与收益相关的政府补助：其他,36200.0,10301566.74,0.0,10301566.0,0,1
300639,2016.0,省财政企业研发开发补助金,1355700.0,4744321.73,0.0,4744321.0,0,1
300373,2022.0,与收益相关的政府补助其中：2021年度生产型实训基地补助资金,200000.0,63112255.54,0.0,63112256.0,1,1
000738,2022.0,高新企业认定后补助,100000.0,26520809.34,0.0,26520809.0,1,1
002481,2018.0,政府补助其中：生物天然气综合研究与开发,35000.0,49179932.23,0.0,49179932.0,1,1
002759,2015.0,到金平区财政局科技专项资金,100000.0,1359000.0,0.0,1359000.0,1,1
002611,2022.0,科创局2021年度研究开发费用奖励,23600.0,20754916.28,0.0,38843172.0,0,0
300224,2019.0,与企业日常活动相关的政府补助,7106135.0,7248357.55,0.0,7248357.0,0,1
603258,2017.0,上市奖励,500000.0,4224788.81,0.0,4224789.0,1,1
603007,2021.0,个税手续费返还等,24158.0,7113149.64,5741465.03,7113150.0,1,1
300068,2016.0,年产1000MWh储能装备项目补助（递延收益转入）,3382000.0,227389696.8,0.0,227389697.0,1,1
300113,2016.0,成都高新区火炬计划统计企业补助专项资金,10000.0,14381537.26,0.0,14381538.0,0,1
002533,2019.0,与收益相关的政府补贴确认的其他收益其中：技术创新奖励,775453.0,22407499.42,0.0,22407499.0,1,1
000786,2014.0,企业技术中心建设奖励资金,50000.0,179715072.7,0.0,175826072.0,0,0
601001,2015.0,进口设备贴息,961629.0,21487270.03,0.0,21487270.0,1,1
600098,2017.0,2016年度外经贸发展与口岸建设专项稳增长调结构事项资金,946768.0,58017509.95,38017509.95,58017510.0,1,1
002606,2018.0,稳岗补贴,376268.0,11063035.29,4685397.49,11063035.0,1,1
688529,2022.0,政府补助其中：优秀人才奖励,40000.0,10106681.41,0.0,10006681.0,0,1
603059,2017.0,2015年工业经济创新转型专项资金,150000.0,3742563.51,0.0,3742564.0,1,1
688301,2022.0,上海市高新技术成果转化专项,6584000.0,229621719.1,0.0,229242418.0,0,1
002471,2014.0,银收宜兴市财政局国库支付中心补贴款,7500.0,11250855.0,0.0,11250855.0,1,1
002006,2009.0,标准化战略专项补助,50000.0,5313080.0,0.0,5313080.0,1,1
002380,2022.0,政府补助其中：工控安全重大技术攻关项目,450000.0,69524744.83,21345388.2,69524745.0,1,1
000636,2011.0,广东省自主品牌发展专项资金,1250000.0,22901041.82,0.0,19244728.0,0,0
300025,2009.0,信息服务业发展专项资金,300000.0,3093576.08,0.0,3093576.0,1,1
000502,2019.0,进项税加计抵减,27601.0,78610.81,0.0,78611.0,1,1
000876,2023.0,递延收益摊销-资产其中：盐亭新好-规模化沼气工程补助,150000.0,257069964.1,0.0,257069968.0,0,1
002853,2022.0,面向家具柔性生产的工业互联网应用创新标杆项目（2021年省级促进经济高质量发展专项资金支持工业互联网标杆示范项目）,240000.0,22571505.13,0.0,22571504.0,0,1
002996,2023.0,本期转入其他收益金额其中：2021年固定资产投资补助,236779.0,262353621.9,189787174.9,78948494.0,0,0
300290,2017.0,技术补助,325000.0,9423284.44,0.0,9423284.0,1,1
300124,2021.0,城陵矶新港区管委会支持企业项目落地资金,500000.0,1189511909.0,121529197.0,602071978.0,0,0
000795,2010.0,与收益相关的政府补贴其中：技术创新项目财政奖励资金,160000.0,7441050.0,0.0,7441050.0,1,1
300759,2020.0,新兴产业发展基金2,67316.0,45534236.25,0.0,45534236.0,1,1
002650,2012.0,2011年度农产品加工固定资产投资补贴款,800000.0,13865500.0,0.0,13865500.0,1,1
600592,2018.0,规模企业补助,100000.0,32219822.05,0.0,32219822.0,1,1
600811,2022.0,计入其他收益的政府补助其中：福肴食品重大科技成果转化项目,438000.0,15929176.02,0.0,15929176.0,1,1
601139,2018.0,福田区科技创新投入支持补助,2689200.0,27060158.56,184507.2,27060159.0,1,1
600469,2018.0,预防及应急专项基金,100000.0,10488662.87,0.0,10488662.0,0,1
600797,2015.0,滨江财政局ITSS奖励,115000.0,62640839.48,0.0,35869953.0,0,0
002103,2021.0,线上职业技能培训补贴,156780.0,12012129.28,4031200.0,12012129.0,1,1
300937,2022.0,服务业发展引导专项资金,1000000.0,9372758.32,0.0,9372758.0,1,1
000028,2008.0,企业研发投入资助款,1800000.0,27070953.0,0.0,14124453.0,0,0
688668,2021.0,政府补助其中：2020年东莞市技术改造项目,263540.0,12466090.1,3654389.37,12466089.0,0,1
002145,2018.0,科技创新奖励,754500.0,23147960.74,0.0,23147959.0,0,1
601118,2011.0,其他其中：农业技术体系建设专项经费,1075400.0,57971326.26,0.0,57971327.0,0,1
300147,2015.0,T细胞受体TCR配套,200000.0,32697190.9,0.0,32697191.0,1,1
603507,2023.0,2023年商务发展专项资金,62000.0,14382301.02,0.0,14382301.0,1,1
600327,2018.0,政府补助其中：地方财政或街道扶持资金,897608.0,12279561.17,4465382.69,12279560.0,0,1
300244,2019.0,科技局技术补贴服务费,110000.0,37496426.61,0.0,37427547.0,0,1
600549,2009.0,质量技术监督局合金标准奖励资金,300000.0,130061429.9,0.0,130061431.0,0,1
300012,2017.0,产业升级补贴,250000.0,44427022.88,0.0,44427024.0,0,1
603399,2022.0,工业专项发展资金,50000.0,12085777.33,0.0,12085778.0,0,1
000035,2022.0,政府补助（与收益相关）其中：进项税加计抵减,6399704.0,194703789.4,30262570.37,194703789.0,1,1
600557,2012.0,递延收益摊销：热度宁注射液高技术产业化示范工程,800000.0,28762373.97,0.0,28762374.0,1,1
000062,2020.0,企业招用高校毕业生社保补贴,248.0,17812196.2,0.0,17812197.0,0,1
000523,2022.0,知识产权示范企业资助,300000.0,21985778.26,0.0,19682783.0,0,0
002200,2008.0,道路设施补贴,17273.0,2713200.4,0.0,2713200.0,1,1
300560,2023.0,5万元以下零星补助,127281.0,8043397.43,0.0,8043398.0,0,1
000657,2019.0,技术改造和转型升级专项,215000.0,128237418.0,0.0,70590926.0,0,0
002022,2017.0,财政拨款2,1917000.0,14070132.95,2772000.0,14070133.0,1,1
603337,2018.0,政府补贴其中：2017年度实施创新驱动促进产业转型升级考核奖励,510000.0,44189217.34,43367306.69,43601618.0,0,0
300244,2016.0,2015年度省企业研究开发省级财政补贴资金,133900.0,21474650.01,0.0,21474649.0,0,1
000837,2012.0,五轴联动叶片数控磨床产业化项目,3200000.0,29147135.77,0.0,29147137.0,0,1
002267,2012.0,改线赔偿款,1572113.0,2622112.86,0.0,2622113.0,1,1
688206,2022.0,青年就业基金公署补助金,522.0,16442670.62,0.0,16442672.0,0,1
600855,2015.0,物联网专项补助,5000000.0,14737367.31,0.0,12251993.0,0,0
000410,2020.0,专利补贴,5000.0,38890502.05,0.0,38890503.0,0,1
000619,2013.0,节能降耗补贴,40000.0,23884245.66,0.0,23884246.0,1,1
002624,2017.0,个税手续费返还,3185132.0,183458333.0,47921607.75,117282537.0,0,0
003026,2022.0,代扣代缴个人所得税手续费返还,205644.0,4820397.5,1147294.4,4820397.0,0,1
300664,2016.0,专项技术发展扶持补助,3000000.0,3899700.19,0.0,3899700.0,1,1
300402,2023.0,南京地铁一号线南延线建设拆迁补偿款,366837.0,8344795.57,0.0,8344795.0,0,1
603181,2022.0,2021年度上虞区知识产权奖励,100736.0,165722004.1,0.0,165722003.0,0,1
002029,2011.0,与收益相关的政府补助其中：高档凉感T恤的产业化研究项目补助,100000.0,7584400.0,0.0,7584400.0,1,1
300327,2021.0,上海市经济信息化委关于开展2018年上海市产业转型升级发展专项资金项目,662500.0,12746878.61,0.0,12746879.0,1,1
600231,2013.0,节能减排补贴资金其中：补贴资金2,4500000.0,443095953.8,0.0,443095954.0,1,1
000657,2016.0,有色金属技术经济研究院有色金属标准制修订补助经费,10000.0,58286027.72,0.0,58286030.0,0,1
002222,2014.0,专利专项资金,1280.0,3780251.96,0.0,3780252.0,1,1
600628,2012.0,品牌调整发展文化产业扶持金,12000000.0,12000000.0,0.0,12000000.0,1,1
000862,2019.0,中小企业促进局奖励款,123700.0,49720736.35,8907274.44,49720737.0,0,1
836414,2022.0,浦发银行政策性担保贷款贴息贴费,2072.0,5923316.68,2486658.34,5923317.0,1,1
600757,2018.0,税收返还款,30479420.0,79850347.89,0.0,79850348.0,1,1
002117,2011.0,政府奖励,81000.0,2030186.94,0.0,2030187.0,1,1
600022,2013.0,国家支撑计划专项资金,150000.0,11133533.46,0.0,11133533.0,1,1
002347,2011.0,扩建改造项目资金,233750.0,7810621.86,0.0,5699372.0,0,0
603306,2022.0,市货梯补贴,29305.32,59496298.23,0.0,59496298.23,1,1
603579,2021.0,代扣代收代征税款手续费返还,213211.0,17696669.49,0.0,17696669.0,1,1
600084,2023.0,小型灌装线技术改造项目,1145942.0,12029712.6,0.0,12029714.0,0,1
002829,2017.0,基于三级反馈稳定跟踪技术的移动卫星通信装置,90000.0,29113146.58,0.0,29113147.0,1,1
600764,2021.0,2019年青岛国际软博会参展补贴,13165.0,45987569.37,45541544.32,45987568.0,0,1
600009,2017.0,递延收益,1080000.0,1230000.0,0.0,1230000.0,1,1
600623,2017.0,外贸发展专项资金,584961.0,184613450.6,0.0,184606308.0,0,1
002821,2016.0,科技型服务外包企业发展项目资金2,400000.0,10242578.66,0.0,10242579.0,1,1
600143,2016.0,知识产权资助,1290000.0,190266014.3,150000.0,188716013.0,0,1
600810,2021.0,21年科技创新奖励经费,300000.0,77584668.4,43154489.2,77584667.0,0,1
002650,2023.0,发酵食品（酱油）数字化工厂,1567059.0,14969259.03,0.0,14969259.0,1,1
688170,2022.0,博士后工作站运行补贴,50000.0,33189963.65,22522379.63,33189962.0,0,1
603970,2021.0,高淳开发区补贴款,4646180.0,7755543.34,0.0,7755544.0,0,1
000903,2016.0,柔性机加工线建设,500000.0,104328730.8,0.0,104328732.0,0,1
603169,2021.0,就业见习补贴资金,142800.0,35581672.07,0.0,35581672.0,1,1
600806,2016.0,收昆明市职工失业保险委员会办公室拨付2017年稳岗补贴,1275384.0,41995254.02,0.0,41715254.0,0,1
002132,2011.0,工业技改贴息补助,443400.0,17183286.3,0.0,17183286.0,1,1
002822,2021.0,企业研究开发资助计划,1159000.0,12271942.89,9789979.12,12271942.0,0,1
603118,2023.0,残疾人养老医疗补贴,13209.0,77231532.89,0.0,77231532.0,0,1
002852,2018.0,2015年信息产业和信息化专项补贴资金—A8—V5信息平台软件项目,35000.0,20589154.7,0.0,19948379.0,0,0
603858,2021.0,政府补助其中：科技成果转化补贴,164900.0,208233027.2,206329300.8,208233026.0,0,1
603011,2022.0,计入其他收益的政府补贴其中：重点领域补短板产品和关键技术攻关项目奖补,2000000.0,42911760.7,0.0,40511760.0,0,0
002262,2016.0,力月西等麻醉药品GMP车间技改项目,65000.0,3796790.0,0.0,3796790.0,1,1
000837,2011.0,数控蜗杆砂轮磨齿机项目补助,300000.0,6909985.0,0.0,6909985.0,1,1
300700,2018.0,其他,60000.0,2071859.35,0.0,2071859.0,1,1
300617,2020.0,人社局稳岗补贴,343797.0,11012566.0,0.0,11012566.0,1,1
000989,2023.0,直接计入当期损益的政府补贴（与收益相关）其中：抗凝一类新药LFG临床前研究阶段项目扶持资金,3000000.0,30948759.49,0.0,30148758.0,0,0
000722,2022.0,与收益相关的政府补助,7438797.0,8209077.74,0.0,13388153.0,0,0
002598,2010.0,递延收益转入：鲁财建指[2009]80号,67500.0,1155500.0,0.0,1155500.0,1,1
000878,2012.0,节能目标奖、节能降耗奖,420000.0,130226543.2,10000.0,130226544.0,0,1
002960,2023.0,涿鹿县发改局中央外经贸发展专项资金,3530900.0,93036072.79,59650.0,93036073.0,1,1
002119,2022.0,人才公寓房租补贴,145800.0,12857669.36,0.0,12857668.0,0,1
000960,2019.0,云南省技术创新人才培养经费,60000.0,58066416.61,0.0,58066417.0,1,1
600449,2019.0,乌海赛马收中建材财务公司革新奖,5000.0,127957457.2,66359467.53,127957457.0,1,1
002059,2008.0,教委表彰奖励,7000.0,647366.0,0.0,647366.0,1,1
600580,2021.0,知识产权奖励-本公司,472000.0,96783305.44,0.0,95633308.0,0,0
300021,2019.0,凉州区科学技术局专利资助资金,4500.0,21904199.22,20407519.85,1496679.0,0,0
600812,2019.0,科研创新项目,41508284.0,98901747.58,0.0,98896240.0,0,1
002199,2008.0,收到的与收益相关的政府补贴其中：2008年新型频率器件省级高新技术研发中心补贴,150000.0,5550600.04,0.0,11101200.0,0,0
000568,2010.0,《四川省微生物资源共享平台》专项经费,300000.0,13267668.41,0.0,13267669.0,0,1
002004,2018.0,专利授权奖励,130000.0,76976060.69,0.0,76611062.0,0,1
603596,2018.0,与资产相关的政府补助,4441393.0,29991240.83,200000.0,59782482.0,0,0
002047,2015.0,黄标车提前淘汰奖励,4400.0,1676681.31,0.0,1676681.0,1,1
603185,2023.0,内蒙古包头装备制造产业园区管理委员会星级评选奖金,4200.0,142954289.2,0.0,142954289.0,1,1
600120,2013.0,政府奖励,7533304.0,40391615.34,0.0,40391616.0,0,1
600624,2020.0,代扣个人所得税手续费,230241.0,17292264.41,16996012.67,17292265.0,0,1
002971,2021.0,上市奖励1,2000000.0,19194775.27,19174869.3,6019906.0,0,0
000968,2020.0,煤层气井防伤害压裂技术及压裂改造效果评价技术,2500000.0,96838983.2,0.0,96838983.0,1,1
600770,2008.0,2008高新技术出口产品研发资金,480000.0,9792900.0,0.0,9792900.0,1,1
600679,2019.0,政府补助其中：中小企业发展专项资金,234000.0,1141464.03,1030457.0,1141464.0,1,1
300029,2012.0,收到的与收益相关的政府补贴：新乡高新区科技创新专项资金,113000.0,5584467.5,0.0,11008936.0,0,0
601882,2020.0,紧缺职业（工种）补助,213000.0,20493212.47,0.0,20493212.0,1,1
300603,2023.0,智慧交通技术专利导航分析项目,200000.0,1636969.87,0.0,1636971.0,0,1
833994,2021.0,经济运行局专项资金,15145000.0,51771680.53,0.0,51771681.0,1,1
000600,2013.0,国融安能循环化工项目技改贴息,116833.0,21813428.4,0.0,21813428.0,1,1
300755,2023.0,企业扶持资金,24788551.0,61323006.02,0.0,61323006.0,1,1
600508,2016.0,老旧汽车淘汰补贴,252000.0,7247222.0,0.0,7247222.0,1,1
002171,2012.0,土地使用税奖励款,2260000.0,33388979.38,0.0,33388979.0,1,1
300360,2014.0,杭州市余杭区财政局专项资金杭州市2013年度品牌奖励,25000.0,9990146.2,0.0,9990147.0,0,1
600775,2020.0,深圳市老旧车提前淘汰奖励（2018-2020年）,25500.0,18693377.11,16822093.98,18693376.0,0,1
600018,2015.0,企业职工职业培训财政补贴,704589.0,931873751.7,0.0,536856886.0,0,0
002363,2019.0,涂装生产线挥发性有机物治理技改专项资金,200000.0,2445439.25,0.0,2445439.0,1,1
600313,2020.0,与日常活动相关的政府补助其中：2019年返乡下乡人员创业创新项目,123800.0,32644423.34,0.0,32644421.0,0,1
300473,2022.0,软件产品增值税退税,2410061.0,16881570.86,0.0,16881572.0,0,1
002761,2022.0,拆迁补偿收益,4499904.0,109899403.7,0.0,109899402.0,0,1
000948,2022.0,政府补助其中：街道总工会服务费用,40000.0,33747431.32,13671375.05,33747431.0,1,1
002066,2013.0,固定资产投资项目贴息,360000.0,16662766.94,0.0,16662766.0,0,1
000963,2017.0,2017年稳岗补贴,55100.0,176593872.5,0.0,176593871.0,0,1
688330,2022.0,科经第六批省级制造业单项冠军奖励,500000.0,70983383.78,0.0,70983383.0,0,1
300068,2012.0,出口信用保险保费资助资金,717668.0,5599178.38,0.0,5599178.0,1,1
002328,2018.0,计算机网络用集成柜专业工程技术改造项目,1630000.0,17840626.82,17709999.13,17840627.0,1,1
002002,2015.0,一般经营性补贴,2275700.0,10209339.75,0.0,10209340.0,1,1
002074,2014.0,关于下达2014年度第二批市级科技计划项目及财政资助科技经费的通知2,210000.0,19967531.24,0.0,19967532.0,0,1
301193,2020.0,宁波家联生物降解日用数字化改造项目,606061.0,11095730.85,0.0,11095732.0,0,1
600400,2016.0,省级环保补助资金,480000.0,6951643.67,0.0,6951644.0,1,1
300146,2020.0,与经营活动相关且与资产相关的政府补助其中：珠海市金湾区科技和工业信息化局技术改造事后奖补全自动立体高架库及成品分捡车间技术改造项目,6444634.0,35082276.54,0.0,35082276.0,0,1
300334,2016.0,新农村小型一体化饮用水装置研发资助,32634.0,9107574.02,0.0,9107574.0,1,1
688386,2022.0,与收益相关的政府补助,6286246.0,6877664.88,0.0,6877666.0,0,1
002280,2010.0,其他政府补贴其中：表彰2009年度上市企业,1000000.0,4759941.58,0.0,4759942.0,1,1
002449,2010.0,预算拨款,500000.0,11799314.27,0.0,7630268.0,0,0
002571,2023.0,土地使用税返还,124677.0,3959187.14,0.0,3959185.0,0,1
300447,2022.0,高新技术企业奖励,300000.0,10044769.69,0.0,10044770.0,1,1
603566,2017.0,2016年洛阳科技进步奖一等奖奖金,30000.0,35061292.48,0.0,35061292.0,1,1
300490,2019.0,平谷高新技术资助补助,100000.0,34427268.16,0.0,34427269.0,0,1
000061,2018.0,政府补贴其中：长沙公司春节期间进场交易费减免,2000000.0,155264564.5,0.0,155264565.0,0,1
002198,2020.0,失业保险基金支持职业技能提升行动资金,24000.0,1486835.69,0.0,1486835.0,0,1
300044,2019.0,深圳市科技创新委员会云计算数据中心机房的高效节能关键技术研究,314600.0,36188275.42,0.0,36188276.0,0,1
600313,2016.0,昆山市小麦良种补贴转营业外收入,1019701.0,28560933.27,0.0,28560933.0,1,1
603982,2023.0,南京江宁经济技术开发区财政局鼓励工业企业增产扩产奖励项目,475000.0,8704689.24,0.0,8704690.0,0,1
000756,2018.0,稳岗补贴,1241865.0,21995213.23,0.0,21995214.0,0,1
300503,2020.0,政府补助其中：大功率、大扭矩精密钻攻中心电主轴关键技术研究与产业化区配套补助,800000.0,26926469.81,23176960.26,26926470.0,1,1
605358,2022.0,工业与科技发展专项资金,700453.0,298717054.1,0.0,298717052.0,0,1
002170,2020.0,中央公租房补贴,848145.0,6230438.78,0.0,4230437.0,0,0
002394,2015.0,退城进郊项目,5624816.0,32935735.49,0.0,32935735.0,1,1
600635,2013.0,COD削减专项补助,2676862.0,19832232.44,0.0,19832232.0,1,1
600151,2023.0,其他政府补贴,300000.0,11399149.35,300000.0,11399148.0,0,1
002361,2022.0,计入其他收益的政府补贴其中：直接计入当期损益的政府补贴（税费奖励返还）,725225.0,19773545.29,6450233.0,29470160.0,0,0
600169,2017.0,人才专项资金,50000.0,73836015.76,0.0,73836016.0,1,1
600612,2014.0,税收返还：税收奖励,562800.0,153566256.7,0.0,153566258.0,0,1
600271,2012.0,增值税返还,107827221.0,129586945.3,0.0,129586946.0,0,1
002126,2011.0,中小企业开拓资金展会补贴,29705.0,5896103.51,0.0,5896104.0,1,1
688028,2022.0,2022年嘉兴市技能大师工作室补贴,50000.0,6998740.81,0.0,6998742.0,0,1
000572,2011.0,2010年度海南中小企业成长性奖励,150000.0,77040303.31,0.0,77040303.0,1,1
002458,2018.0,标准化父母代肉种鸡场建设补贴,80000.0,4287431.58,0.0,8294862.0,0,0
300001,2018.0,权益法核算的长期股权投资收益其中：晋缘清洗,14108166.0,106850089.5,7779229.36,106850087.0,0,1
605555,2022.0,政府补助其中：“品字标”品牌和国家“驰名”商标质量提升专项资金,232470.0,8287096.85,6032759.84,8287097.0,1,1
600303,2010.0,金泉多功能皮卡生产基地项目,1563455.0,24121942.01,0.0,24121942.0,1,1
002078,2014.0,污水处理厂搬迁项目财政贴息资金,338444.0,33077915.91,0.0,33077916.0,1,1
600371,2011.0,脱毒马铃薯良种繁育项目建设补助,460000.0,3146200.0,0.0,3146200.0,1,1
300573,2023.0,沈阳市市场监督管理局-沈阳市知识产权运营服务体系建设-知识产权质押融资补助（第十二批）,200000.0,11105102.76,0.0,11105103.0,1,1
002179,2019.0,优惠政策补贴款,3507612.0,84655455.25,0.0,84655456.0,0,1
300607,2023.0,财务费用,2796007.0,20372838.77,0.0,20372839.0,1,1
002032,2007.0,2003年4月7日以后购买的单机在220千瓦以上新的柴油机,37500.0,3268082.0,0.0,3268082.0,1,1
300111,2022.0,政府补助其中：一次性扩岗补助,6000.0,2111449.29,1046412.78,2111449.0,1,1
603320,2016.0,2015年就业补助,1500.0,2326198.96,0.0,2326199.0,1,1
603012,2022.0,政府补助其中：企业设备补贴,4140000.0,111917143.3,67453977.69,111917145.0,0,1
600891,2020.0,个税手续费退税,848.0,100848.39,0.0,100848.0,1,1
002144,2022.0,与收益相关的政府补助其中：增值税即征即退,1438240.0,12964506.82,0.0,12964508.0,0,1
300285,2018.0,1200吨纳米级钛酸钡电子陶瓷粉体材料项目,255318.0,34814733.87,0.0,23101110.0,0,0
300158,2016.0,黄芪新食品原料研究开发项目,50169.0,22451674.55,0.0,22394369.0,0,1
300351,2022.0,与收益相关的政府补助其中：工业经济奖励资金,343000.0,23306368.3,0.0,17943283.0,0,0
300295,2017.0,高层次创业人才引进计划,500000.0,10910807.01,0.0,10910807.0,1,1
300358,2022.0,应届生补贴款,9000.0,48392960.83,0.0,48262070.0,0,1
600509,2012.0,与资产相关的政府补助：石河子220KV输变电工程,344727.0,44317978.85,0.0,44317978.0,0,1
000062,2017.0,2016年度福田区产业发展专项资金电子商务示范企业奖励资助,500000.0,31623686.59,0.0,20205196.0,0,0
